Filename,Subject,Gender,Item,Semantics,Picture,TargetMax,TargetMin,TargetPitch,TargetDifference,Duration,TargetIntensity,Syllables,Frequency,Semantics2,Freq-logwf,Freq-logcd,Freq-subtlcd,Freq-subtlwf,Filler
S45T9Wpunting_P__M_,45,M,punting,P,M,119.6683607,93.81984454,105.0548137,25.84851611,0.426324062,51.70416442,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S5T9Wpunting_P__S_,5,F,punting,P,S,223.2049256,167.6526031,200.0508413,55.55232254,0.483825312,49.72229747,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S6T9Wpunting_P__M_,6,F,punting,P,M,221.2817885,166.1416247,183.217894,55.1401638,0.584060983,45.80053679,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S7T9Wpunting_P__T_,7,M,punting,P,T,163.7307182,133.4569125,144.4182688,30.27380567,0.466207074,44.33329217,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S8T9Wpunting_P__S_,8,F,punting,P,S,279.4789112,195.2588135,230.5073151,84.22009773,0.576881721,59.35100878,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S9T9Wpunting_P__M_,9,F,punting,P,M,256.9402935,208.2982568,221.7391297,48.64203668,0.561763046,48.27980906,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S46T9Wpunting_P__T_,46,M,punting,P,T,112.5207798,97.96165855,102.3936063,14.55912124,0.470524549,53.77577646,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S47T9Wpunting_P__S_,47,M,punting,P,S,168.184019,114.2623097,123.8081085,53.92170937,0.702823811,55.96037055,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S48T9Wpunting_P__M_,48,M,punting,P,M,142.6737168,64.80148532,114.7636154,77.87223147,0.460201844,50.42195099,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S49T9Wpunting_P__T_,49,M,punting,P,T,124.1948598,93.23055332,104.086055,30.96430649,0.57502576,52.60953575,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S56T9Wpunting_P__S_,56,M,punting,P,S,103.084543,89.87398208,95.7606959,13.21056088,0.516109862,51.78013748,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S57T9Wpunting_P__M_,57,M,punting,P,M,142.4750866,103.8753227,119.3072785,38.59976391,0.56799062,60.1076322,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S58T9Wpunting_P__T_,58,M,punting,P,T,132.1638328,107.5385645,117.1110247,24.62526825,0.421193632,54.50507992,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S59T9Wpunting_P__S_,59,M,punting,P,S,125.965164,107.6737187,118.9238866,18.2914453,0.549982252,54.6353033,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S60T9Wpunting_P__M_,60,M,punting,P,M,153.2099165,106.7743047,117.3497409,46.43561174,0.480160676,58.83798588,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S61T9Wpunting_P__T_,61,M,punting,P,T,156.5202215,81.53306205,120.2075992,74.98715946,0.522969234,56.40964012,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S63T9Wpunting_P__M_,63,M,punting,P,M,135.6841753,109.5394507,115.8736702,26.14472453,0.554039153,60.57204186,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S50T9Wpunting_P__S_,50,F,punting,P,S,418.2703083,205.8590556,243.1555819,212.4112526,0.748761584,48.64787168,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S51T9Wpunting_P__M_,51,F,punting,P,M,251.7267934,206.7547445,227.3763438,44.97204893,0.48827578,53.05179806,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S52T9Wpunting_P__T_,52,F,punting,P,T,280.8780756,213.9277845,234.3076908,66.9502911,0.673456064,51.21856296,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S53T9Wpunting_P__S_,53,F,punting,P,S,250.9875008,166.8458331,187.4573548,84.1416677,0.599176995,46.99606396,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S55T9Wpunting_P__T_,55,F,punting,P,T,259.0204194,196.792017,220.3244873,62.22840237,0.609742181,57.37986931,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S62T9Wpunting_P__S_,62,F,punting,P,S,240.7549041,201.8735319,219.8068244,38.88137223,0.579800322,62.99916128,2,NA,Foot,0.8451,0.8451,0.07,0.12,C
S1T5Wrunning_P__M_,1,F,running,P,M,266.3898061,241.883943,247.9630063,24.50586306,0.779424994,39.74374139,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S10T5Wrunning_P__M_,10,M,running,P,M,123.9966335,113.60675,118.9263111,10.38988351,0.405279208,43.92590507,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S11T5Wrunning_P__T_,11,M,running,P,T,123.5026782,90.94255925,101.8178721,32.56011899,0.487416965,42.6868365,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S12T5Wrunning_P__S_,12,F,running,P,S,282.6749684,257.9868393,272.162348,24.68812914,0.488856051,44.10682836,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S13T5Wrunning_P__M_,13,F,running,P,M,255.3637461,206.1080806,216.5243457,49.25566549,0.498685352,49.99470727,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S14T5Wrunning_P__T_,14,F,running,P,T,241.1519072,91.99415939,159.04609,149.1577478,0.485140236,42.87014362,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S15T5Wrunning_P__S_,15,F,running,P,S,199.2302083,172.4772095,184.7324799,26.75299882,0.546535242,52.46083149,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S16T5Wrunning_P__M_,16,F,running,P,M,187.0463056,162.620406,172.8426936,24.42589961,0.48454652,62.40034141,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S17T5Wrunning_P__T_,17,M,running,P,T,118.8119413,91.56635278,110.1989162,27.24558853,0.516809923,60.65062059,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S18T5Wrunning_P__S_,18,F,running,P,S,248.001853,164.5310402,209.1292769,83.4708128,0.455843856,62.19615231,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S19T5Wrunning_P__M_,19,F,running,P,M,295.0543807,179.6379058,220.3894101,115.4164749,0.685065029,64.86499493,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S2T5Wrunning_P__T_,2,F,running,P,T,229.0367926,158.2327558,197.3338049,70.80403685,0.396646033,48.57535455,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S20T5Wrunning_P__T_,20,M,running,P,T,122.6319377,89.94462638,109.6594466,32.68731137,0.484733442,64.40130039,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S21T5Wrunning_P__S_,21,F,running,P,S,285.6039478,220.6433171,233.0832144,64.96063071,0.521666788,61.21414755,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S22T5Wrunning_P__M_,22,F,running,P,M,236.4637774,180.7463959,191.4652857,55.71738152,0.424783202,60.50430345,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S23T5Wrunning_P__T_,23,F,running,P,T,263.0815381,98.77206298,178.1441537,164.3094751,0.460567361,64.30582635,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S24T5Wrunning_P__S_,24,F,running,P,S,245.0544114,160.8091877,183.4971154,84.24522367,0.71683193,58.82193301,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S25T5Wrunning_P__M_,25,F,running,P,M,275.6712575,237.8414395,246.8032407,37.829818,0.475492933,56.39146257,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S26T5Wrunning_P__T_,26,F,running,P,T,278.664928,207.2578282,234.2799778,71.40709983,0.696767808,47.9356924,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S27T5Wrunning_P__S_,27,M,running,P,S,134.2968574,58.84708262,119.86129,75.44977481,0.474726043,64.52473894,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S28T5Wrunning_P__M_,28,F,running,P,M,314.654614,117.4592645,248.191342,197.1953495,0.412583756,54.75670546,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S29T5Wrunning_P__T_,29,F,running,P,T,251.3216416,162.0595769,209.6185817,89.26206476,0.51639465,63.777537,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S3T5Wrunning_P__S_,3,F,running,P,S,232.2421148,201.3639808,211.9662989,30.87813395,0.545321803,40.83055358,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S30T5Wrunning_P__S_,30,F,running,P,S,284.7636883,247.4825757,258.2978158,37.28111261,0.415362963,66.71888445,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S31T5Wrunning_P__M_,31,M,running,P,M,247.8090326,161.4229784,182.9792689,86.38605424,0.411893407,60.3913336,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S32T5Wrunning_P__T_,32,F,running,P,T,260.2389966,215.1607198,222.7759486,45.07827685,0.496067774,60.42883196,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S33T5Wrunning_P__S_,33,F,running,P,S,221.5619337,164.2149576,187.4147284,57.34697608,0.569363528,54.69818316,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S34T5Wrunning_P__M_,34,F,running,P,M,270.9893412,222.7077206,239.4089337,48.28162062,0.387866289,59.61199183,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S35T5Wrunning_P__T_,35,F,running,P,T,297.6846761,102.1325113,199.4445222,195.5521648,0.44578373,57.43898444,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S36T5Wrunning_P__S_,36,F,running,P,S,183.054103,102.1652529,167.0102975,80.88885006,0.391428151,55.77747856,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S37T5Wrunning_P__M_,37,M,running,P,M,190.1121137,97.57496911,105.0164559,92.53714457,0.510077221,47.80885437,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S38T5Wrunning_P__T_,38,M,running,P,T,103.7374412,86.6999911,96.6816889,17.03745013,0.602421678,49.48944126,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S39T5Wrunning_P__S_,39,M,running,P,S,175.4200205,80.06072565,100.5919724,95.35929481,0.45703813,53.43543489,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S4T5Wrunning_P__M_,4,M,running,P,M,136.8631872,123.6812521,130.2263119,13.18193507,0.478697457,59.76733027,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S40T5Wrunning_P__M_,40,M,running,P,M,116.2479465,87.73894847,102.8924305,28.50899805,0.504437587,42.46601103,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S41T5Wrunning_P__T_,41,M,running,P,T,108.7016223,101.1793033,105.000631,7.522319041,0.479368156,50.37196034,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S42T5Wrunning_P__S_,42,M,running,P,S,127.6670577,101.4896649,112.3205668,26.17739287,0.869054875,52.07333195,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S43T5Wrunning_P__M_,43,F,running,P,M,311.2020937,221.300089,246.3609205,89.90200464,0.716538119,53.98308587,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S44T5Wrunning_P__T_,44,F,running,P,T,277.5131256,208.9712948,228.6904798,68.54183083,0.646084315,49.11403668,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S45T5Wrunning_P__S_,45,M,running,P,S,124.1942269,87.44352503,99.57227513,36.75070186,0.371168961,51.42229546,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S5T5Wrunning_P__T_,5,F,running,P,T,186.4364208,148.8034508,167.9588847,37.63296999,0.4898308,46.5542323,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S6T5Wrunning_P__S_,6,F,running,P,S,220.1265049,164.5985767,179.8362368,55.52792819,0.510475462,48.11660266,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S7T5Wrunning_P__M_,7,M,running,P,M,147.5776321,125.1967874,136.2428588,22.38084467,0.464899462,45.36598925,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S8T5Wrunning_P__T_,8,F,running,P,T,251.4103914,181.1364649,213.3131593,70.27392647,0.553400253,61.75798465,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S9T5Wrunning_P__S_,9,F,running,P,S,231.2140189,195.3965959,215.1577855,35.817423,0.443173861,49.68931083,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S46T5Wrunning_P__M_,46,M,running,P,M,109.0503763,100.5434171,105.3636954,8.506959237,0.289616692,60.822839,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S47T5Wrunning_P__T_,47,M,running,P,T,153.4441022,108.067177,132.8795971,45.37692517,0.465493223,57.1177485,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S48T5Wrunning_P__S_,48,M,running,P,S,134.6073286,111.7299787,123.3782776,22.87734992,0.481765124,52.50681115,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S49T5Wrunning_P__M_,49,M,running,P,M,120.2937046,103.9961199,110.8036934,16.29758463,0.710367026,52.48188967,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S56T5Wrunning_P__T_,56,M,running,P,T,98.38834063,83.96011375,92.31231783,14.42822687,0.383505912,59.3461503,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S57T5Wrunning_P__S_,57,M,running,P,S,120.7922936,97.23292106,110.4001214,23.55937251,0.50243705,62.54725009,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S58T5Wrunning_P__M_,58,M,running,P,M,117.0835644,101.043586,111.8442933,16.03997842,0.348393075,56.08268352,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S59T5Wrunning_P__T_,59,M,running,P,T,114.0801873,88.94472783,102.3113888,25.1354595,0.624923077,59.75466165,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S60T5Wrunning_P__S_,60,M,running,P,S,130.6565036,103.8366026,109.0962532,26.81990094,0.450235565,61.41043027,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S61T5Wrunning_P__M_,61,M,running,P,M,126.7350201,80.88737193,107.7515856,45.84764812,0.475607978,58.66684487,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S63T5Wrunning_P__S_,63,M,running,P,S,112.7964603,100.6421909,106.4183965,12.15426939,0.599838232,59.19855938,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S50T5Wrunning_P__T_,50,F,running,P,T,235.2524366,205.4163043,216.9546529,29.8361323,0.774382936,50.7104566,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S51T5Wrunning_P__S_,51,F,running,P,S,252.8321126,200.8435402,220.2440445,51.98857245,0.486203889,54.17320346,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S52T5Wrunning_P__M_,52,F,running,P,M,306.9832919,212.4355003,231.5586657,94.54779161,0.723247013,54.06495494,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S53T5Wrunning_P__T_,53,F,running,P,T,263.6019955,183.3882413,194.5663317,80.21375415,0.536781454,49.04421639,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S54T5Wrunning_P__S_,54,F,running,P,S,263.6681166,216.5863078,232.5575608,47.08180877,0.492521792,56.24999122,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S55T5Wrunning_P__M_,55,F,running,P,M,256.2961979,180.3453092,205.2700755,75.9508887,0.556785984,60.96634604,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S62T5Wrunning_P__T_,62,F,running,P,T,289.4880378,109.3361038,187.5054498,180.1519341,0.484900032,65.07901396,2,1,Foot,3.9061,3.6303,50.88,157.92,C
S1T21Wscreaming_V__T_,1,F,screaming,V,T,283.8700791,220.4685936,243.4131988,63.40148552,1.290921892,33.60862612,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S10T21Wscreaming_V__T_,10,M,screaming,V,T,278.8058767,65.58865157,132.2462009,213.2172251,0.661102495,41.81943863,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S11T21Wscreaming_V__S_,11,M,screaming,V,S,159.7119959,107.6262623,118.5120351,52.08573355,0.744130777,44.28135116,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S12T21Wscreaming_V__M_,12,F,screaming,V,M,304.536366,272.3657197,288.2139379,32.17064634,0.784541378,42.13960406,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S13T21Wscreaming_V__T_,13,F,screaming,V,T,398.5826727,119.479835,221.6787864,279.1028377,0.754192873,45.91562137,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S14T21Wscreaming_V__S_,14,F,screaming,V,S,219.5559158,102.3290815,197.1902497,117.2268343,0.773964043,41.1317007,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S15T21Wscreaming_V__M_,15,F,screaming,V,M,248.7599491,173.456416,190.7981512,75.30353312,0.682311075,55.13387805,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S16T21Wscreaming_V__T_,16,F,screaming,V,T,224.21713,170.9748886,181.3270725,53.24224138,0.657599434,59.27014009,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S17T21Wscreaming_V__S_,17,M,screaming,V,S,154.5125055,96.85072408,120.5826058,57.66178141,0.686369587,58.91230333,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S18T21Wscreaming_V__M_,18,F,screaming,V,M,261.4380247,169.924194,200.160913,91.51383069,0.550563917,62.78857337,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S19T21Wscreaming_V__T_,19,F,screaming,V,T,286.2490609,179.2147202,224.7676944,107.0343406,1.114709326,56.68644049,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S2T21Wscreaming_V__S_,2,F,screaming,V,S,241.7197739,102.8126605,185.5669978,138.9071134,0.732439364,44.24744937,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S20T21Wscreaming_V__S_,20,M,screaming,V,S,115.184138,82.60449838,101.7521121,32.57963961,0.724886597,60.10241473,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S21T21Wscreaming_V__M_,21,F,screaming,V,M,296.3701106,221.9316489,235.073265,74.43846167,0.801769478,55.17228171,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S22T21Wscreaming_V__T_,22,F,screaming,V,T,231.5206849,190.4870885,198.1459601,41.03359643,0.735579351,56.36455036,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S23T21Wscreaming_V__S_,23,F,screaming,V,S,280.8981825,99.24115414,167.0542574,181.6570284,0.67582702,60.55866916,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S24T21Wscreaming_V__M_,24,F,screaming,V,M,200.6208401,160.9462883,178.8887868,39.67455174,1.131655953,54.42567497,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S25T21Wscreaming_V__T_,25,F,screaming,V,T,258.4518033,213.1304348,221.8653233,45.32136841,0.77559285,51.73520591,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S26T21Wscreaming_V__S_,26,F,screaming,V,S,293.6577616,222.0941334,245.098832,71.56362821,0.782571906,46.30964234,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S27T21Wscreaming_V__M_,27,M,screaming,V,M,137.8210547,107.5519932,121.0442187,30.26906146,0.896220531,54.32809444,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S28T21Wscreaming_V__T_,28,F,screaming,V,T,299.4954009,230.0586209,242.4150442,69.43678007,0.71714478,51.3055751,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S29T21Wscreaming_V__S_,29,F,screaming,V,S,291.6331202,188.5221182,236.453024,103.111002,0.889730943,54.51455847,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S3T21Wscreaming_V__M_,3,F,screaming,V,M,243.290419,207.6782037,216.3769196,35.6122153,0.872268286,40.39385262,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S30T21Wscreaming_V__M_,30,F,screaming,V,M,389.4872044,246.36865,264.6105615,143.1185544,0.74653714,62.55395643,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S31T21Wscreaming_V__T_,31,M,screaming,V,T,172.553772,66.95589239,158.1588901,105.5978796,0.729782001,57.28131767,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S32T21Wscreaming_V__S_,32,F,screaming,V,S,261.7736239,210.0229713,218.0409451,51.75065266,0.698215788,53.33755821,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S33T21Wscreaming_V__M_,33,F,screaming,V,M,219.3250967,175.9099514,187.5378012,43.41514535,0.748946364,52.42813741,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S34T21Wscreaming_V__T_,34,F,screaming,V,T,392.5346558,234.7089849,257.617755,157.8256709,0.774301073,52.1565817,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S35T21Wscreaming_V__S_,35,F,screaming,V,S,410.1893911,163.9982693,243.6655792,246.1911218,0.700694109,55.36824375,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S37T21Wscreaming_V__T_,37,M,screaming,V,T,113.5678451,102.4939874,106.4473087,11.0738577,0.762764961,42.30370196,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S38T21Wscreaming_V__S_,38,M,screaming,V,S,117.0202662,81.8824576,94.9420885,35.13780856,0.827611241,43.7802321,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S39T21Wscreaming_V__M_,39,M,screaming,V,M,104.0296336,86.89303509,93.31959692,17.1365985,0.602300816,49.22511049,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S4T21Wscreaming_V__T_,4,M,screaming,V,T,143.7031425,116.9397193,130.0848087,26.76342319,0.627809973,51.7395754,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S40T21Wscreaming_V__T_,40,M,screaming,V,T,116.2046026,89.90580852,96.40422508,26.29879409,0.597686772,42.17453268,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S41T21Wscreaming_V__S_,41,M,screaming,V,S,126.5337577,108.557412,117.6769335,17.9763457,0.622535427,50.38192057,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S42T21Wscreaming_V__M_,42,M,screaming,V,M,112.9023542,98.97049483,105.2213166,13.93185939,1.002673518,51.6715044,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S43T21Wscreaming_V__T_,43,F,screaming,V,T,299.519385,224.1851206,242.9572995,75.33426441,1.052170737,46.70293974,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S44T21Wscreaming_V__S_,44,F,screaming,V,S,276.2668176,213.5097527,235.4243523,62.75706492,0.859912007,46.4274356,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S45T21Wscreaming_V__M_,45,M,screaming,V,M,119.9060006,97.08796684,104.8165302,22.81803374,0.632002498,50.9574879,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S5T21Wscreaming_V__S_,5,F,screaming,V,S,284.3671012,95.09845949,186.2560884,189.2686417,0.76568092,42.21391223,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S6T21Wscreaming_V__M_,6,F,screaming,V,M,236.5872918,176.5135881,185.4721637,60.07370368,0.758889647,40.39253953,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S7T21Wscreaming_V__T_,7,M,screaming,V,T,145.0610958,140.4862734,142.0999661,4.574822411,0.595650377,46.59353332,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S8T21Wscreaming_V__S_,8,F,screaming,V,S,294.8976104,191.5383185,235.7920148,103.3592919,0.698442299,56.64146411,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S9T21Wscreaming_V__M_,9,F,screaming,V,M,270.4437163,218.814029,225.9662941,51.62968735,0.650530731,46.3626364,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S46T21Wscreaming_V__T_,46,M,screaming,V,T,123.276969,105.9515414,110.1420467,17.32542752,0.689598021,51.99629054,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S47T21Wscreaming_V__S_,47,M,screaming,V,S,150.8826963,107.6346118,125.647673,43.24808448,0.838885583,56.26960743,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S48T21Wscreaming_V__M_,48,M,screaming,V,M,134.6953847,113.2278936,120.1060047,21.46749102,0.56120039,53.25094324,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S49T21Wscreaming_V__T_,49,M,screaming,V,T,110.2557399,89.02996269,101.3520947,21.22577723,0.91608042,48.72758661,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S56T21Wscreaming_V__S_,56,M,screaming,V,S,107.6657549,60.90160116,92.42853236,46.76415376,0.797990539,52.42859275,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S57T21Wscreaming_V__M_,57,M,screaming,V,M,131.3919522,90.8528666,117.5475541,40.53908559,0.757702,60.63891064,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S58T21Wscreaming_V__T_,58,M,screaming,V,T,137.7627023,113.1693918,122.8761672,24.59331045,0.545617342,54.06455271,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S59T21Wscreaming_V__S_,59,M,screaming,V,S,117.6201306,89.32010046,105.4809704,28.30003019,0.614434858,54.76911331,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S60T21Wscreaming_V__M_,60,M,screaming,V,M,144.9368602,102.3453117,111.2949313,42.59154857,0.697549279,59.60292463,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S61T21Wscreaming_V__T_,61,M,screaming,V,T,131.6181132,93.79558199,121.9407985,37.82253125,0.74944632,57.11322152,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S63T21Wscreaming_V__M_,63,M,screaming,V,M,111.072472,97.16656791,105.3096764,13.90590408,0.771517795,60.1169731,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S50T21Wscreaming_V__S_,50,F,screaming,V,S,266.0060168,220.6501979,236.73039,45.3558189,0.951826987,50.68926241,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S51T21Wscreaming_V__M_,51,F,screaming,V,M,242.4872021,199.5569423,215.3573844,42.9302598,0.619737235,48.44226786,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S52T21Wscreaming_V__T_,52,F,screaming,V,T,270.156406,220.2363284,231.8651288,49.92007759,0.759634892,51.06764639,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S53T21Wscreaming_V__S_,53,F,screaming,V,S,227.3152141,177.0091279,182.9855415,50.30608624,0.810804917,49.78836058,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S54T21Wscreaming_V__M_,54,F,screaming,V,M,258.813684,216.0394242,229.7001602,42.77425984,0.839506533,54.68485786,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S55T21Wscreaming_V__T_,55,F,screaming,V,T,279.9124646,187.1156081,214.8247645,92.79685645,0.845105348,55.96681258,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S62T21Wscreaming_V__S_,62,F,screaming,V,S,256.2504073,196.6356644,222.3782838,59.61474297,0.789209382,60.62051287,2,0.8451,HighVocal,3.2891,3.0799,14.32,38.14,C
S1T22Wshouting_V__T_,1,F,shouting,V,T,254.584296,231.8731905,238.4405607,22.71110546,0.934567022,38.74456515,2,0.301,HighVocal,2.8722,2.6656,5.51,14.59,C
S10T22Wshouting_V__T_,10,M,shouting,V,T,127.1049516,113.258293,121.834307,13.84665861,0.501972712,41.55333388,2,0.301,HighVocal,2.8722,2.6656,5.51,14.59,C
