Filename	 Segmentlabel	TargetMax	TargetMin	TargetPitch	TargetDifference Duration	TargetIntensity   
 S20-CT_f_12-CD_8-N62 o 370.77368516034994 370.77368516034994 370.77368516034994 0 1.4249378804327792 27.571866383817127 
 S20-CT_f_12-CD_8-N62 co 450.18274452075093 191.59013679857043 226.92873759344235 258.5926077221805 0.5351983489741308 45.919830171062515 
 S20-CT_f_12-CD_8-N62 p 213.59741502931732 180.29529767576017 192.00537255758812 33.30211735355715 1.2661035569014885 35.638598544905335 
 S20-CT_f_12-CD_8-N62 v 238.0811840005661 184.62252865060663 194.1853981493351 53.458655349959486 0.4233658581437152 47.87202591529636 
 S20-CT_f_12-CD_8-N62 pv 400.42670350245834 173.63403122222843 199.46013845543922 226.7926722802299 0.6670009274528348 40.299720259877255 
 S20-CT_f_13-CD_13-N76 o --undefined-- --undefined-- --undefined-- --undefined-- 2.4479503959316444 24.40127117608057 
 S20-CT_f_13-CD_13-N76 co 231.5097459351441 201.65225693333466 208.1379191506193 29.857489001809455 0.6014215539525383 39.31550509381103 
 S20-CT_f_13-CD_13-N76 p 355.27773473709897 187.05757125478948 208.06109742927677 168.2201634823095 0.661996386724736 44.313348199130246 
 S20-CT_f_13-CD_13-N76 v 408.583599070835 179.99299483281666 199.0614175298188 228.59060423801836 0.6793034818025072 44.58605609436145 
 S20-CT_f_13-CD_13-N76 pv 444.41337163555124 100.27518500874791 188.73713805537713 344.1381866268033 1.233130524291175 38.305962744467415 
 S20-CT_f_14-CD_3-N77 o --undefined-- --undefined-- --undefined-- --undefined-- 2.221271451312681 26.64424383826414 
 S20-CT_f_14-CD_3-N77 co 220.15831529966283 205.12623412342936 211.3718942523155 15.032081176233476 0.7029734794823996 44.538681438599575 
 S20-CT_f_14-CD_3-N77 p 207.47593552630937 188.631933576956 195.0243261691074 18.844001949353384 0.5233247013924531 43.90500778739823 
 S20-CT_f_14-CD_3-N77 v 225.10614700264009 178.91342501363468 191.73889075187745 46.192721989005406 0.6639193972889328 45.04326055759936 
 S20-CT_f_15-CD_29-N4 o --undefined-- --undefined-- --undefined-- --undefined-- 1.058270199863038 30.75869305843902 
 S20-CT_f_15-CD_29-N4 co 225.7496678431231 206.6118615528188 212.18700266163503 19.137806290304297 0.39142880034225147 49.27388207756564 
 S20-CT_f_15-CD_29-N4 p 218.38089516580732 192.05417159888663 200.6550247890751 26.32672356692069 0.47585462002391354 49.6115800086619 
 S20-CT_f_15-CD_29-N4 c 205.806003882031 185.51643596069516 191.50024301640303 20.289567921335845 0.2724651453362732 46.18363145642909 
 S20-CT_f_15-CD_29-N4 v 225.95803589958004 110.62710987493043 165.49235371966813 115.33092602464961 0.5679555142220902 40.984255919578665 
 S20-CT_v_1-CD_4-N50 o --undefined-- --undefined-- --undefined-- --undefined-- 0.8598496563108793 44.71904626204485 
 S20-CT_v_1-CD_4-N50 co 418.162380855669 182.9138158999812 202.96956535908555 235.24856495568784 0.5315352023797832 40.315551916498734 
 S20-CT_v_1-CD_4-N50 p 190.97423804239222 170.21891506282586 180.99803286759683 20.75532297956636 0.9321699444720082 37.824945988196426 
 S20-CT_v_1-CD_4-N50 v 213.77457686157393 177.1237772015617 183.67324388692487 36.65079966001224 0.5156684799206852 40.923212290296604 
 S20-CT_v_1-CD_4-N50 pv 200.49893388143394 100.39785982602537 173.40069804788973 100.10107405540857 1.0154702373822726 37.584482400004966 
 S20-CT_v_10-CD_2-N9 o --undefined-- --undefined-- --undefined-- --undefined-- 1.6400979312339277 46.815919832803246 
 S20-CT_v_10-CD_2-N9 co 233.6059947807401 207.52562031829575 215.3090724159429 26.080374462444354 0.3858888331433379 47.671743755884904 
 S20-CT_v_10-CD_2-N9 p 225.18572406226673 181.52189121721221 201.36044270269184 43.663832845054515 0.4794376411780856 47.749734345585814 
 S20-CT_v_10-CD_2-N9 v 181.8382542851588 167.24397785402698 174.41028358279056 14.594276431131817 0.28454429110569324 46.95786169999651 
 S20-CT_v_10-CD_2-N9 pv 403.5492159088646 150.3561243005783 191.99445114393274 253.1930916082863 1.0680155583967115 39.331846297847015 
 S20-CT_v_11-CD_21-N61 o --undefined-- --undefined-- --undefined-- --undefined-- 1.6423773143490978 24.150250954225633 
 S20-CT_v_11-CD_21-N61 co 237.16203243646592 192.8059606451017 203.62695430923807 44.35607179136423 0.3978935093860072 47.00326741455169 
 S20-CT_v_11-CD_21-N61 p 200.31316422238567 179.87566294435828 191.0665559962185 20.437501278027383 0.4894090165447884 43.9515385724717 
 S20-CT_v_11-CD_21-N61 v 200.9184664246093 176.2463975003016 188.49163432809192 24.672068924307695 0.4217671199491675 41.48023110666331 
 S20-CT_v_11-CD_21-N61 pv 223.9651060993203 183.50610473394443 203.12214884837812 40.45900136537588 0.6087770693605905 40.03297355025009 
 S20-CT_v_12-CD_23-N59 o 231.93881457613338 200.98212491692746 209.82435900770815 30.95668965920592 2.6344282043238425 40.568212363536 
 S20-CT_v_12-CD_23-N59 co 210.70960485814305 106.66417223860374 202.8092783325351 104.04543261953931 0.6601242793813564 48.94798742517918 
 S20-CT_v_12-CD_23-N59 p 202.06020100533604 187.30407798101714 193.466671134217 14.756123024318896 0.4827774580550219 45.44230870013549 
 S20-CT_v_12-CD_23-N59 v 213.31176118829546 180.71203299966248 195.58951798689594 32.59972818863298 0.6404190770117637 44.79218421703968 
 S20-CT_v_13-CD_19-N26 o --undefined-- --undefined-- --undefined-- --undefined-- 1.9879293374357525 33.24735444873454 
 S20-CT_v_13-CD_19-N26 co 449.18049574871435 201.4471965288507 228.7172914265706 247.73329921986365 0.49098230312892843 49.95206926340788 
 S20-CT_v_13-CD_19-N26 p 213.29059279677094 165.9048487651874 191.2465671931604 47.38574403158353 0.8113690602554318 45.778984217677134 
 S20-CT_v_13-CD_19-N26 v 186.15707259821022 172.408946326194 176.31085775341703 13.748126272016208 0.3578345599075239 45.63164496595035 
 S20-CT_v_13-CD_19-N26 pv 443.62923621939274 149.24461107181247 199.35976024441666 294.38462514758027 1.1608818862116177 41.14203288630009 
 S20-CT_v_14-CD_20-N41 o --undefined-- --undefined-- --undefined-- --undefined-- 2.1643418222921027 30.861104507802363 
 S20-CT_v_14-CD_20-N41 co 243.47273879758086 202.84560042512086 211.09796060043666 40.627138372459996 0.45942042091793 47.42190043186497 
 S20-CT_v_14-CD_20-N41 p 213.16591055504963 180.78675771329833 195.14969419742755 32.379152841751306 0.4754002616455102 48.00996997906149 
 S20-CT_v_14-CD_20-N41 v 200.153993038384 158.02824885532186 174.63884918419848 42.125744183062125 0.5712793060109909 42.31669830836825 
 S20-CT_v_15-CD_7-N18 o --undefined-- --undefined-- --undefined-- --undefined-- 1.0971694322755712 25.244219064353462 
 S20-CT_v_15-CD_7-N18 co 248.5236851041925 206.3865481261574 213.16539003565333 42.1371369780351 0.363555045648255 58.54442303081116 
 S20-CT_v_15-CD_7-N18 p 208.87291614597112 183.141230451852 197.00845091646437 25.731685694119108 0.4352451616388171 47.14808885873061 
 S20-CT_v_15-CD_7-N18 v 165.50022669300466 159.26172988349575 161.1412261851935 6.238496809508916 0.4806663883694733 53.72825151124298 
 S20-CT_v_15-CD_7-N18 pv --undefined-- --undefined-- --undefined-- --undefined-- 0.42775814624365394 48.27592013174619 
 S20-CT_v_2-CD_30-N79 o --undefined-- --undefined-- --undefined-- --undefined-- 1.3781863080696797 31.455630731073654 
 S20-CT_v_2-CD_30-N79 co 231.81544790411675 208.64467501610264 214.33468288019995 23.170772888014113 0.421610639677767 46.080523753152626 
 S20-CT_v_2-CD_30-N79 p 228.34245272695853 198.59229296963343 205.7639737713627 29.750159757325093 0.8747435701725637 45.48406325745546 
 S20-CT_v_2-CD_30-N79 v 376.4674082413189 193.28627543623597 208.62332749418277 183.1811328050829 0.42555092602989575 49.538855016949874 
 S20-CT_v_2-CD_30-N79 pv 439.66329007054065 173.96561888341824 208.60090577513327 265.6976711871224 1.0638773150747394 46.980905372890746 
 S20-CT_v_3-CD_10-N46 o --undefined-- --undefined-- --undefined-- --undefined-- 1.5052543029084793 35.28794904531176 
 S20-CT_v_3-CD_10-N46 co 222.5861067893958 192.04460838346836 200.85967960049922 30.541498405927456 0.48523023917661035 46.5526242838355 
 S20-CT_v_3-CD_10-N46 p 199.23856963154742 177.59543055954197 187.40680298011782 21.643139072005454 0.47746655534978455 45.082952667896976 
 S20-CT_v_3-CD_10-N46 v 226.65436688967438 101.52617563062277 170.61089470077863 125.1281912590516 0.5512215517046286 40.31211616243249 
 S20-CT_v_4-CD_1-N23 o --undefined-- --undefined-- --undefined-- --undefined-- 2.0310397915828884 30.973483368683933 
 S20-CT_v_4-CD_1-N23 co 233.8744509634072 214.2080627895849 220.45725478700078 19.666388173822327 0.643989843686851 46.558342290532764 
 S20-CT_v_4-CD_1-N23 p 441.84190922157376 171.1076395360859 207.12695459512838 270.73426968548785 0.9442283518922063 46.98583755268117 
 S20-CT_v_4-CD_1-N23 v 201.28060154824126 181.37196339386944 187.2425305007903 19.90863815437183 0.4220744245785437 46.679647880845586 
 S20-CT_v_4-CD_1-N23 pv 206.24035798937328 115.54969844813981 165.1868440430745 90.69065954123347 0.9790386137131177 40.02904276064626 
 S20-CT_v_5-CD_17-N8 o --undefined-- --undefined-- --undefined-- --undefined-- 0.7935083724363864 26.729904951281373 
 S20-CT_v_5-CD_17-N8 co 226.7286478925891 207.8857768136345 213.4972528184718 18.8428710789546 0.4191738836442137 45.632353548918395 
 S20-CT_v_5-CD_17-N8 p 220.8649621267174 182.57751556538952 197.05580334872437 38.28744656132787 0.45111094144567776 47.085727648906854 
 S20-CT_v_5-CD_17-N8 v 189.08302223912284 173.2044539193287 179.61119853681976 15.878568319794141 0.3193705780146392 44.94336948313959 
 S20-CT_v_5-CD_17-N8 pv 187.56083958349407 181.85425248865226 184.37262814039153 5.706587094841808 0.8024185772617809 36.08571856760032 
 S20-CT_v_6-CD_24-N58 o --undefined-- --undefined-- --undefined-- --undefined-- 2.765398114461791 33.78301633279558 
 S20-CT_v_6-CD_24-N58 co 208.33662672302808 195.78519518469724 200.72326527725684 12.551431538330831 0.4685264415307442 43.52499896481288 
 S20-CT_v_6-CD_24-N58 p 205.00129875856322 180.33398056034548 191.23502866675685 24.667318198217743 0.4888971563799065 46.02848440333085 
 S20-CT_v_6-CD_24-N58 v 208.67924868699467 163.1368491393375 192.87806461107036 45.54239954765717 0.4929712993497395 43.03949187389694 
 S20-CT_v_7-CD_22-N47 o --undefined-- --undefined-- --undefined-- --undefined-- 2.6781836959268674 26.764281413611045 
