Filename,Segmentlabel,TargetMax,TargetMin,TargetPitch,TargetDifference,Duration,TargetIntensity,Gender,Condition
S118T63Wpainting_F_,painting,212.369914,165.2321312,180.4294213,47.13778283,0.773965015,48.56380157,f,F
S118T64Wphotographing_F_,photographing,238.7041578,176.5829874,189.6559231,62.12117042,0.903493953,48.13023831,f,F
S118T65Wplaying_F_,playing,198.8590461,171.589016,176.2808426,27.27003007,0.546326531,48.98008015,f,F
S118T66Wrelaxing_F_,relaxing,225.4004632,166.9535554,182.2474953,58.4469078,0.75893424,45.75596628,f,F
S118T67Wskiing_F_,skiing,213.1571283,172.2531414,183.6256945,40.90398693,0.781216931,45.27093571,f,F
S118T68Wsneezing_F_,sneezing,223.4162045,175.4844378,195.0216682,47.93176669,0.833442933,47.35439419,f,F
S118T69Wstudying_F_,studying,210.1685533,179.2805652,187.7610399,30.8879881,0.666059604,48.27371552,f,F
S118T6Wseeing_F_,seeing,212.6111405,169.0245863,179.244288,43.5865542,0.671462585,47.445997,f,F
S118T70Wtraveling_F_,traveling,220.5481746,182.1968875,188.8560109,38.35128705,0.686027967,49.38979552,f,F
S118T71Wvoting_F_,voting,200.1573768,172.2234491,180.3919225,27.9339277,0.680827664,53.9557074,f,F
S118T72Warguing_V_,arguing,195.0780747,164.7993522,179.1381619,30.27872249,0.700875283,49.93714777,f,V
S118T73Warticulating_V_,articulating,223.7569995,167.9841004,185.3412681,55.77289906,0.863219955,49.06135025,f,V
S118T74Wbabbling_V_,babbling,182.2642291,168.7839144,172.6079043,13.48031467,0.597414966,50.63988773,f,V
S118T75Wbantering_V_,bantering,216.9395148,89.01844841,180.2128012,127.9210664,0.724681319,50.85132508,f,V
S118T76Wchatting_V_,chatting,214.1840349,167.1079838,183.5899173,47.07605106,0.589518141,48.99593564,f,V
S118T77Wcheering_V_,cheering,229.184057,167.3737364,182.0009669,61.81032059,0.614489796,51.00677637,f,V
S118T78Wcommenting_V_,commenting,212.7868465,167.9080158,188.1336064,44.87883073,0.848765956,48.1679103,f,V
S118T79Wconversing_V_,conversing,442.1476727,173.4030183,210.5582874,268.7446544,0.77175359,49.87216231,f,V
S118T7Wstaring_F_,staring,234.0251025,160.4031026,176.7096681,73.62199986,0.698973923,47.17464007,f,F
S118T80Wdebating_V_,debating,250.490495,168.5952827,180.6333144,81.89521229,0.683738006,51.84271302,f,V
S118T81Wdiscussing_V_,discussing,429.5306543,175.934687,214.2692224,253.5959673,0.804421769,44.90535755,f,V
S118T82Wgossiping_V_,gossiping,428.2838153,173.8116691,196.7220944,254.4721462,0.773238851,46.63503553,f,V
S118T83Whollering_V_,hollering,212.7861794,130.9271699,181.5311768,81.85900954,0.684176115,51.11565214,f,V
S118T84Whumming_V_,humming,446.2589199,183.4961263,206.6871393,262.7627937,0.537823129,50.29869939,f,V
S118T85Wlecturing_V_,lecturing,442.3172544,170.9715879,196.6428893,271.3456666,0.75244898,46.83364153,f,V
S118T86Wmentioning_V_,mentioning,210.0802524,177.8460951,185.4872705,32.23415731,0.735449735,49.79903223,f,V
S118T87Wmumbling_V_,mumbling,212.7742666,164.6341316,180.0713665,48.14013501,0.629176115,52.32859008,f,V
S118T88Wmurmuring_V_,murmuring,213.9460974,177.7856222,185.5762103,36.16047513,0.617250567,55.42752191,f,V
S118T89Wmuttering_V_,muttering,208.0793158,171.3352455,177.9948272,36.74407036,0.646213152,51.23050501,f,V
S118T8Wviewing_F_,viewing,217.008239,175.6241925,189.9782572,41.38404657,0.520455404,52.14084035,f,F
S118T90Wreciting_V_,reciting,218.0324146,166.3676747,187.6872555,51.66473983,0.696868687,52.90634252,f,V
S118T91Wremarking_V_,remarking,219.0080587,100.9203353,171.7683076,118.0877234,0.734748677,48.33050864,f,V
S118T92Wsaying_V_,saying,202.0150177,171.4910827,176.133034,30.52393497,0.736153779,53.20010703,f,V
S118T93Wscreaming_V_,screaming,435.0631567,186.5447524,227.2030502,248.5184043,0.800513983,49.94546783,f,V
S118T94Wshouting_V_,shouting,214.2151694,100.0888265,188.8316727,114.1263429,0.621904762,50.6665292,f,V
S118T95Wsinging_V_,singing,196.0974898,173.9323053,182.7999187,22.16518447,0.562653061,49.97104827,f,V
S118T96Wspeaking_V_,speaking,216.260602,171.8635892,185.3188206,44.39701278,0.686326531,48.02119674,f,V
S118T97Wtalking_V_,talking,242.9609953,183.6504797,196.2262313,59.31051552,0.626402116,40.69083814,f,V
S118T98Wtelling_V_,telling,221.9367662,168.7049217,185.9111086,53.23184446,0.611632653,47.61303674,f,V
S118T99Wuttering_V_,uttering,196.0821104,175.5358136,185.0822978,20.5462968,0.484818594,51.5738345,f,V
S118T9Wwatching_F_,watching,216.5211153,100.3843023,174.2886954,116.1368129,0.740154951,51.52572828,f,F
S11T100Wwhispering_V_,whispering,130.2442826,101.8093572,109.3164523,28.43492538,0.654961052,44.9468724,m,V
S11T101Wyelling_V_,yelling,137.4863991,108.0457793,119.2147774,29.44061979,0.614608967,45.71338344,m,V
S11T10Wdancing_P_,dancing,117.4068238,80.71659891,111.8609433,36.6902249,0.660035431,42.12974076,m,P
S11T11Wgalloping_P_,galloping,287.1989851,87.07369553,135.7544675,200.1252896,0.681117914,47.09930686,m,P
S11T12Whiking_P_,hiking,175.268913,65.21423359,113.8422328,110.0546794,0.669762985,40.65111087,m,P
S11T13Whopping_P_,hopping,174.7058159,121.4113565,130.0106458,53.29445949,0.71557266,43.79464042,m,P
S11T14Wjogging_P_,jogging,174.3139407,101.8667346,112.0083065,72.44720606,0.538742094,49.30052435,m,P
S11T15Wkicking_P_,kicking,114.5282302,107.4084088,109.8446402,7.119821345,0.516510323,44.12230082,m,P
S11T16Wmarching_P_,marching,119.7053136,115.1183231,117.3601819,4.586990463,0.611953951,45.71949412,m,P
S11T17Wpacing_P_,pacing,137.4421295,125.2967817,128.1434835,12.14534789,0.613193878,42.17984872,m,P
S11T18Wparading_P_,parading,125.9073796,101.6950801,115.6437441,24.2122995,0.643291761,47.14379264,m,P
S11T19Wpunting_P_,punting,124.870159,67.56933885,101.4104381,57.3008201,0.646586222,41.22157264,m,P
S11T1Wgazing_F_,gazing,132.5783831,102.4120708,117.8398132,30.16631229,0.697580499,45.13810558,m,F
S11T20Wrunning_P_,running,130.9191256,67.28536601,111.0956491,63.63375956,0.517979636,44.23723998,m,P
S11T21Wskipping_P_,skipping,243.1149282,129.5472035,184.9671311,113.5677247,0.753663391,40.58289486,m,P
S11T22Wsprinting_P_,sprinting,139.2889262,100.3248181,125.4517667,38.96410812,0.533866564,51.25625116,m,P
S11T23Wstepping_P_,stepping,177.1372693,92.35139,126.0614162,84.78587929,0.612791907,44.77359618,m,P
S11T24Wstomping_P_,stomping,124.908474,98.56692419,110.0542654,26.34154977,0.757654021,43.92756434,m,P
S11T25Wstriding_P_,striding,133.7088329,102.7646215,114.2552129,30.94421138,0.76281935,46.79812748,m,P
S11T26Wstrolling_P_,strolling,138.9917054,98.30211747,119.7008642,40.68958794,0.829817838,45.21942206,m,P
S11T27Wstrutting_P_,strutting,131.7125032,117.0580525,122.4804862,14.65445073,0.686027623,45.31293578,m,P
S11T28Wtrotting_P_,trotting,137.7614745,109.3100806,120.5123823,28.45139394,0.61489112,47.37408486,m,P
S11T29Wwalking_P_,walking,125.1621439,103.4166236,115.5400204,21.74552035,0.525507966,47.33547851,m,P
S11T2Winspecting_F_,inspecting,126.9004634,96.66209343,119.2341153,30.23836999,0.844638071,43.74042399,m,F
S11T30Wclapping_F_,clapping,133.0129754,111.6952087,118.8361693,21.31776675,0.630853115,44.99173832,m,F
S11T31Wgrasping_F_,grasping,125.0826756,94.75424337,108.4016765,30.32843223,0.728787962,43.71951814,m,F
S11T32Wpointing_F_,pointing,144.8476409,95.03811928,126.9560998,49.80952166,0.674476278,40.90657096,m,F
S11T33Wpunching_F_,punching,141.0231629,135.5862272,139.5010132,5.436935693,0.646672052,43.9168296,m,F
S11T34Wscratching_F_,scratching,145.2724213,103.4723689,122.6596563,41.80005242,0.793026158,45.90756652,m,F
S11T35Wsnapping_F_,snapping,129.3877729,108.2750939,115.7173145,21.1126789,0.743738257,44.20219696,m,F
S11T36Wtyping_F_,typing,164.336225,98.97927241,124.5026779,65.35695258,0.557544974,45.89803058,m,F
S11T37Wwaving_F_,waving,122.4333647,97.97261505,113.3441246,24.46074968,0.597536767,43.34317265,m,F
S11T38Wtasting_F_,tasting,142.7602767,107.3849236,118.4359682,35.37535309,0.65304352,43.2028682,m,F
S11T39Wbiting_F_,biting,122.5521689,101.6244013,108.8218818,20.92776759,0.469075348,48.77208849,m,F
S11T3Wlooking_F_,looking,131.2900762,87.26860778,123.9876152,44.02146838,0.607594256,41.03243822,m,F
S11T40Wchewing_F_,chewing,136.9309576,98.59460949,112.2717587,38.3363481,0.533456992,46.03465167,m,F
S11T41Wcoughing_F_,coughing,147.2465212,91.91072283,126.161249,55.33579836,0.652348954,50.01009353,m,F
S11T42Weating_F_,eating,141.5016782,108.5221477,127.2241109,32.97953046,0.503106576,44.24409866,m,F
S11T43Wfrowning_F_,frowning,135.5675833,106.2407841,118.0495123,29.32679918,0.474436788,48.71538747,m,F
S11T44Wgrinning_F_,grinning,129.2171115,66.30287418,110.8467586,62.91423734,0.666811539,42.40667704,m,F
S11T45Wlicking_F_,licking,140.7757446,106.9106944,120.7322591,33.86505024,0.652558963,43.0473652,m,F
S11T46Wpuckering_F_,puckering,127.5583411,106.3573431,120.7457097,21.200998,0.608131619,45.35711928,m,F
S11T47Wsmiling_F_,smiling,137.0301893,61.77061215,116.2907697,75.25957718,0.788766646,46.9376255,m,F
S11T48Wsmirking_F_,smirking,163.4275077,65.83290986,116.8518731,97.5945978,0.744290471,43.24731102,m,F
S11T49Wwhistling_F_,whistling,129.2770235,64.25231749,104.734381,65.02470598,0.651856765,43.28246393,m,F
S11T4Wpeering_F_,peering,136.5803179,96.56010966,111.2550213,40.02020825,0.623878078,42.32568754,m,F
S11T50Wbowling_F_,bowling,126.9637584,72.72918019,112.7117442,54.23457825,0.592041572,46.58859488,m,F
S11T51Wcamping_F_,camping,142.3482606,92.81907762,122.3297965,49.52918297,0.618960829,43.78672304,m,F
S11T52Wcanoeing_F_,canoeing,135.6947434,67.50355059,101.8157391,68.19119281,0.632273576,44.22166194,m,F
S11T53Wdreaming_F_,dreaming,228.859618,108.2555231,126.1113576,120.6040949,0.727826531,40.78154424,m,F
S11T54Wemailing_F_,emailing,146.2526427,96.20708522,119.6370151,50.04555747,0.725387917,44.3410547,m,F
S11T55Wfilming_F_,filming,153.0250142,103.9765542,123.6232142,49.04846003,0.601752511,41.75371015,m,F
S11T56Wgambling_F_,gambling,136.5748416,60.42797528,99.5165877,76.14686629,0.824616564,43.36952327,m,F
S11T57Winterviewing_F_,interviewing,147.6540084,99.5233854,121.0640763,48.13062302,0.738393172,43.580374,m,F
S11T58Wjoking_F_,joking,132.7842639,103.3642542,119.7447831,29.42000979,0.56574339,46.37553342,m,F
S11T59Wjournaling_F_,journaling,134.3473783,105.9643338,118.6386785,28.38304451,0.632069142,45.99539889,m,F
S11T5Wreading_F_,reading,134.1676902,104.3831625,121.2936428,29.78452765,0.609279581,41.70111352,m,F
S11T60Wjuggling_F_,juggling,127.5632389,100.4723661,116.3474914,27.0908728,0.581015549,47.53361965,m,F
S11T61Wlaughing_F_,laughing,182.2445002,101.0556561,118.5836438,81.18884406,0.752898413,41.72582435,m,F
S11T62Wnapping_F_,napping,124.10278,98.32746766,118.1647333,25.77531236,0.629185405,44.94380293,m,F
S11T63Wpainting_F_,painting,142.5706766,95.50715194,118.1183765,47.06352467,0.693318846,41.49061246,m,F
S11T64Wphotographing_F_,photographing,249.5110171,91.30919145,151.1364291,158.2018256,0.713166622,46.51173975,m,F
S11T65Wplaying_F_,playing,139.5566866,98.57169934,117.4344258,40.98498722,0.627836052,43.30704608,m,F
S11T66Wrelaxing_F_,relaxing,275.8366963,67.83256793,125.8050667,208.0041283,0.760335601,44.40172935,m,F
S11T67Wskiing_F_,skiing,139.0233098,103.404997,112.7666844,35.61831279,0.784198361,42.0793719,m,F
S11T68Wsneezing_F_,sneezing,141.6039166,95.74181025,116.9770964,45.86210634,0.761303149,43.19672612,m,F
S11T69Wstudying_F_,studying,132.1055916,103.466988,118.2285217,28.63860363,0.675167171,46.34010969,m,F
S11T6Wseeing_F_,seeing,206.4911168,117.0521524,135.5156042,89.43896448,0.814968038,41.49957172,m,F
S11T70Wtraveling_F_,traveling,115.1506235,83.40160339,103.7892213,31.74902008,0.616314113,48.04390911,m,F
S11T71Wvoting_F_,voting,142.9352771,66.81847557,108.4488136,76.11680156,0.770141208,42.4089383,m,F
S11T72Warguing_V_,arguing,144.5217744,99.45280273,113.8248909,45.0689717,0.538522099,47.41347792,m,V
S11T73Warticulating_V_,articulating,148.491708,100.9028589,114.3992933,47.58884908,0.909353876,44.3307975,m,V
S11T74Wbabbling_V_,babbling,234.6024319,101.4332837,114.646316,133.1691482,0.542827853,49.05676987,m,V
S11T75Wbantering_V_,bantering,136.9007375,92.77281341,115.1691967,44.12792408,0.603276422,46.37433615,m,V
S11T76Wchatting_V_,chatting,273.5640608,115.783328,157.822291,157.7807327,0.535110828,52.41917901,m,V
S11T77Wcheering_V_,cheering,142.4886386,136.7167423,138.9107682,5.771896297,0.588015333,48.4711641,m,V
S11T78Wcommenting_V_,commenting,144.7750369,108.950418,125.4713947,35.82461896,0.686944573,46.81646355,m,V
S11T79Wconversing_V_,conversing,133.3482388,99.86636456,111.7913887,33.4818742,0.884237808,42.47588035,m,V
S11T7Wstaring_F_,staring,108.8610322,65.34490637,93.07699106,43.51612586,0.812283904,44.72504691,m,F
S11T80Wdebating_V_,debating,126.7141552,67.68942313,101.760231,59.02473205,0.583350389,44.82062417,m,V
S11T81Wdiscussing_V_,discussing,149.0109011,117.3509815,130.0609256,31.65991967,0.756930284,44.32528264,m,V
S11T82Wgossiping_V_,gossiping,175.542089,110.6976054,124.5973581,64.84448363,0.634803622,44.61250081,m,V
S11T83Whollering_V_,hollering,136.7584533,101.5301311,111.9033971,35.22832217,0.580706727,48.92714859,m,V
S11T84Whumming_V_,humming,148.7208732,139.7122748,144.566996,9.008598397,0.564464299,43.27575705,m,V
S11T85Wlecturing_V_,lecturing,119.3055935,94.89328987,107.9018523,24.4123036,0.727343311,44.46060618,m,V
S11T86Wmentioning_V_,mentioning,137.5267493,102.518971,126.4154055,35.00777834,0.895154615,43.80304553,m,V
S11T87Wmumbling_V_,mumbling,125.837337,97.47738186,114.521116,28.35995513,0.646957492,45.19888323,m,V
S11T88Wmurmuring_V_,murmuring,134.687981,107.8941577,118.6667457,26.79382322,0.796530072,40.84245187,m,V
S11T89Wmuttering_V_,muttering,137.2260399,110.2344957,120.7285064,26.9915442,0.698902494,43.47310805,m,V
S11T8Wviewing_F_,viewing,127.9641496,103.1934546,118.6082835,24.77069503,0.684913121,41.80024856,m,F
S11T90Wreciting_V_,reciting,128.0647245,86.81772508,110.1102653,41.24699946,0.660791491,47.55316182,m,V
S11T91Wremarking_V_,remarking,123.0643257,85.60768125,113.6278151,37.45664444,0.794254317,44.53887188,m,V
S11T92Wsaying_V_,saying,123.5874334,103.6553468,112.9356929,19.93208659,0.630799047,41.5466597,m,V
S11T93Wscreaming_V_,screaming,134.7094106,103.1205135,123.4024584,31.58889704,0.81525179,43.29324242,m,V
S11T94Wshouting_V_,shouting,119.1383245,103.6035382,110.1813553,15.53478632,0.658806349,47.01260168,m,V
S11T95Wsinging_V_,singing,147.0610941,65.22522218,110.0321897,81.83587194,0.686906112,42.91809116,m,V
S11T96Wspeaking_V_,speaking,133.4493347,66.18720593,107.9689108,67.26212881,0.820556053,39.81109024,m,V
S11T97Wtalking_V_,talking,117.5124552,94.33531789,112.496834,23.17713733,0.646774376,45.39418803,m,V
S11T98Wtelling_V_,telling,176.2691141,103.3149603,117.8479712,72.95415389,0.588373883,44.64957162,m,V
S11T99Wuttering_V_,uttering,137.1758261,109.8594507,121.7607136,27.31637546,0.514675915,46.45300367,m,V
S11T9Wwatching_F_,washing,120.1293191,65.10492619,107.4924445,55.02439288,0.726599408,44.42674339,m,F
S120T100Wwhispering_V_,whispering,245.8609432,103.9055762,197.1709225,141.955367,0.873072562,44.11078181,f,V
S120T101Wyelling_V_,yelling,224.5406565,104.9828396,173.22706,119.557817,0.628102797,51.17791347,f,V
S120T10Wdancing_P_,dancing,261.7402489,194.591548,215.0621248,67.14870091,0.670496977,48.09837342,f,P
S120T11Wgalloping_P_,galloping,261.5081469,200.887098,230.5695371,60.6210489,0.668163265,44.40825796,f,P
S120T12Whiking_P_,hiking,276.581857,192.3015152,232.9472987,84.28034182,0.557038927,44.37705939,f,P
S120T13Whopping_P_,hopping,248.4496305,100.1234809,155.1657885,148.3261495,0.794795918,42.27388554,f,P
S120T14Wjogging_P_,jogging,237.6640139,109.9710839,192.1300051,127.69293,0.617596372,48.30477742,f,P
S120T15Wkicking_P_,kicking,285.317794,185.7319387,220.9492995,99.58585533,0.495011338,48.53672967,f,P
S120T16Wmarching_P_,marching,237.3805025,90.02889314,185.2579993,147.3516094,0.782237339,50.04216462,f,P
S120T17Wpacing_P_,pacing,254.6594341,106.5151205,163.257486,148.1443136,0.640549887,42.26078678,f,P
S120T18Wparading_P_,paradign,252.0079103,120.0795887,202.1077688,131.9283215,0.798662132,47.32014948,f,P
S120T19Wpunting_P_,punting,249.9985638,104.0670419,201.5905186,145.9315219,0.637201436,39.85976786,f,P
S120T1Wgazing_F_,gazing,273.5080142,182.9719144,217.7566248,90.53609975,0.931870748,48.86613017,f,F
S120T20Wrunning_P_,running,211.0529788,89.10522807,177.237562,121.9477507,0.766286848,50.08550779,f,P
S120T21Wskipping_P_,skipping,261.6623841,103.4553226,204.1137459,158.2070615,0.820997732,47.76883434,f,P
S120T22Wsprinting_P_,sprinting,256.7130435,202.3724853,226.8205444,54.34055815,0.905573696,42.19069994,f,P
S120T23Wstepping_P_,stepping,219.0875882,106.7179313,190.4048786,112.3696569,0.856684807,50.20980302,f,P
S120T24Wstomping_P_,stomping,272.8798079,104.931849,217.5904337,167.9479589,1.09199263,44.92623583,f,P
S120T25Wstriding_P_,striding,246.5112421,105.6616224,203.2275935,140.8496197,1.070083144,50.70554616,f,P
S120T26Wstrolling_P_,strolling,255.2560086,105.7579633,210.1975252,149.4980453,1.036644747,52.32000335,f,P
S120T27Wstrutting_P_,strutting,271.1418807,207.5031556,227.0251826,63.6387251,0.968290501,47.94717439,f,P
S120T28Wtrotting_P_,trotting,235.7735155,108.3356196,177.1335644,127.4378959,0.73505102,46.58584774,f,P
S120T29Wwalking_P_,walking,261.0623826,112.6540115,192.9912096,148.4083712,0.65776644,44.98597265,f,P
S120T2Winspecting_F_,inspecting,291.7587005,113.5656443,216.1842898,178.1930562,0.959517763,44.64180574,f,F
S120T30Wclapping_F_,clapping,277.7893717,102.1473603,169.3780759,175.6420114,0.600808768,42.00669357,f,F
S120T31Wgrasping_F_,grasping,237.2098677,121.0657652,191.2793328,116.1441025,0.719705215,48.45899518,f,F
S120T32Wpointing_F_,pointing,283.106826,109.2194109,224.4719916,173.8874151,0.66569161,46.41768619,f,F
S120T33Wpunching_F_,punching,252.6423225,108.5254585,219.6950497,144.116864,0.638395692,45.16958084,f,F
S120T34Wscratching_F_,scratching,246.8274131,106.5309933,192.5361093,140.2964197,0.789240363,45.07727688,f,F
S120T35Wsnapping_F_,snapping,286.9797485,100.55562,143.6668351,186.4241285,0.754604686,46.38754079,f,F
S120T36Wtyping_F_,typing,240.2540424,104.9290227,215.4304179,135.3250198,0.605839002,44.73161604,f,F
S120T37Wwaving_F_,waving,255.2567311,88.28484407,200.9305993,166.971887,0.792131519,46.30836115,f,F
S120T38Wtasting_F_,tasting,258.3512893,98.7088197,198.3742611,159.6424696,0.674920635,44.34918536,f,F
S120T39Wbiting_F_,biting,286.3866405,110.668702,169.1993686,175.7179385,0.541466364,43.61586858,f,F
S120T3Wlooking_F_,looking,241.3760872,111.272512,198.6725971,130.1035752,0.498571429,50.1012589,f,F
S120T40Wchewing_F_,chewing,341.4249148,186.6877633,240.2963327,154.7371515,0.542173091,49.71883267,f,F
S120T41Wcoughing_F_,coughing,222.346911,93.65738185,187.9559785,128.6895292,0.591840514,42.62584082,f,F
S120T42Weating_F_,eating,309.5207668,222.0232872,246.6084408,87.49747955,0.460762472,52.29743269,f,F
S120T43Wfrowning_F_,frowning,235.970589,192.6842316,210.6204995,43.28635734,0.677868481,45.78021009,f,F
S120T44Wgrinning_F_,grinning,246.3536379,188.596962,217.8006549,57.75667584,0.649167876,50.54319279,f,F
S120T45Wlicking_F_,licking,273.1269797,96.34983504,208.4252763,176.7771446,0.695804989,48.22869205,f,F
S120T46Wpuckering_F_,puckering,276.6259264,192.1892204,238.0187309,84.43670594,0.700453515,43.30396159,f,F
S120T47Wsmiling_F_,smiling,272.8393099,190.9994164,222.1303581,81.83989353,0.952176871,48.59601501,f,F
S120T48Wsmirking_F_,smirking,221.5878912,190.0383213,210.2905226,31.54956992,0.806995465,42.17488158,f,F
S120T49Wwhistling_F_,whistling,255.2407027,100.4272902,143.2390562,154.8134125,0.576844293,47.02314033,f,F
S120T4Wpeering_F_,peering,261.7614247,104.2851122,185.0646364,157.4763125,0.766678005,50.19121971,f,F
S120T50Wbowling_F_,bowling,277.1457764,196.4106572,236.2626735,80.73511925,0.638188196,48.8396962,f,F
S120T51Wcamping_F_,camping,235.3696092,100.3609915,193.6695444,135.0086177,0.611646549,46.90418001,f,F
S120T52Wcanoeing_F_,canoeing,242.4114565,100.8735049,175.5611443,141.5379515,0.791936508,54.2340624,f,F
S120T53Wdreaming_F_,dreaming,254.5053665,111.7035862,193.5369906,142.8017803,0.681785714,46.64631862,f,F
S120T54Wemailing_F_,emailing,253.9819211,89.70429962,205.0203238,164.2776215,0.728702948,51.87839361,f,F
S120T55Wfilming_F_,filming,235.1036619,87.9660612,178.2258504,147.1376007,0.782418745,47.89993479,f,F
S120T56Wgambling_F_,gambling,253.9198133,186.8562139,213.1458502,67.06359948,0.706077098,45.83964974,f,F
S120T57Winterviewing_F_,interviewing,264.1634718,109.9458732,184.4527697,154.2175986,0.774716553,47.78159486,f,F
S120T58Wjoking_F_,joking,264.5105196,115.6665397,182.8259942,148.84398,0.696628874,46.52072676,f,F
S120T59Wjournaling_F_,journaling,248.4977523,90.43143505,198.0985633,158.0663173,0.631993197,49.16731731,f,F
S120T5Wreading_F_,reading,239.1502814,117.8637688,210.3573966,121.2865126,0.827111111,49.28847737,f,F
S120T60Wjuggling_F_,juggling,250.5979934,204.4616527,220.8205329,46.13634068,0.766908541,48.3870489,f,F
S120T61Wlaughing_F_,laughing,281.9464925,94.95010861,219.6922644,186.9963839,0.780634921,45.05869512,f,F
S120T62Wnapping_F_,napping,238.5655718,188.2156115,211.5528254,50.3499603,0.7230839,48.41058164,f,F
S120T63Wpainting_F_,painting,268.0191237,198.9839493,238.925381,69.03517439,0.61368254,43.38235713,f,F
S120T64Wphotographing_F_,photographing,269.6299842,187.1322513,225.9694436,82.49773284,1.077585034,46.94483298,f,F
S120T65Wplaying_F_,playing,254.2829668,201.4954399,228.2104632,52.78752687,0.543715115,44.57695952,f,F
S120T66Wrelaxing_F_,relaxing,225.60006,102.4231511,168.4509007,123.1769089,0.825899471,48.67479839,f,F
S120T67Wskiing_F_,skiing,251.0752737,197.2939987,218.8059884,53.78127505,0.821851852,48.22840928,f,F
S120T68Wsneezing_F_,sneezing,264.2694032,208.2633801,231.9173315,56.00602309,0.984251701,48.68987484,f,F
S120T69Wstudying_F_,studying,261.5253528,224.1815947,238.7916309,37.34375804,0.833786848,46.9627453,f,F
S120T6Wseeing_F_,seeing,251.8894942,190.6264591,219.5822921,61.26303516,0.799297052,52.9050092,f,F
S120T70Wtraveling_F_,traveling,235.1921928,97.60216357,172.5200515,137.5900292,0.875770975,45.20057733,f,F
S120T71Wvoting_F_,voting,257.4605023,100.073933,201.8835822,157.3865693,0.70990892,49.78011036,f,F
S120T72Warguing_V_,arguing,418.6267145,103.055675,192.6727005,315.5710394,0.764021559,48.18096592,f,V
S120T73Warticulating_V_,articulating,300.7176901,195.3581834,230.1748906,105.3595067,1.11223356,48.86641268,f,V
S120T74Wbabbling_V_,babbling,222.7706286,101.1532396,174.3997922,121.617389,0.880752079,49.37889373,f,V
S120T75Wbantering_V_,bantering,285.1243884,195.0078056,234.1943425,90.1165828,0.730428571,47.87687856,f,V
S120T76Wchatting_V_,chatting,270.9699668,112.706437,198.1962191,158.2635298,0.64239607,45.45812415,f,V
S120T77Wcheering_V_,cheering,256.829273,121.5642209,199.0151002,135.2650521,0.797340136,49.51221688,f,V
S120T78Wcommenting_V_,commenting,261.7342442,165.7829772,213.1204028,95.95126692,0.806743197,52.06283801,f,V
S120T79Wconversing_V_,conversing,247.6892632,101.5629777,178.8180961,146.1262856,0.894058957,49.08406183,f,V
S120T7Wstaring_F_,staring,266.3834093,121.5090913,223.7531554,144.8743179,0.81175359,48.91783545,f,F
S120T80Wdebating_V_,debating,282.8659606,111.9756023,202.0830818,170.8903583,0.858872336,51.15136511,f,V
S120T81Wdiscussing_V_,discussing,247.7233567,211.6219215,228.8134093,36.10143519,0.765719439,48.24040684,f,V
S120T82Wgossiping_V_,gossiping,238.504667,104.9825241,168.2269422,133.5221429,0.756031224,45.20607186,f,V
S120T83Whollering_V_,hollering,271.9957294,200.3858713,229.0738007,71.60985807,0.646952381,51.01288354,f,V
S120T84Whumming_V_,humming,240.7201425,149.5682362,216.2329753,91.15190626,0.60829932,47.46159364,f,V
S120T85Wlecturing_V_,lecturing,221.1718059,105.4252548,135.2113603,115.7465511,0.614591837,49.21618602,f,V
S120T86Wmentioning_V_,mentioning,234.0825069,111.7531681,183.9409993,122.3293388,0.760379819,48.10279687,f,V
S120T87Wmumbling_V_,mumbling,265.870616,193.6419303,217.2624748,72.22868563,0.79797808,52.56963271,f,V
S120T88Wmurmuring_V_,murmuring,264.4294265,173.244993,212.7239149,91.1844335,0.968805745,49.04306775,f,V
S120T89Wmuttering_V_,muttering,235.4159722,175.8357068,206.8125685,59.58026542,0.848000756,54.63717265,f,V
S120T8Wviewing_F_,viewing,239.1912686,171.1524558,199.9512717,68.03881282,0.734126984,49.35101562,f,F
S120T90Wreciting_V_,reciting,253.0307315,188.8134817,218.9675907,64.21724977,0.845650038,49.25312952,f,V
S120T91Wremarking_V_,remarking,256.4430504,98.87418239,194.7080246,157.568868,0.784086168,49.92327735,f,V
S120T92Wsaying_V_,saying,265.7760492,107.7372382,216.2501012,158.038811,0.878413224,48.31526099,f,V
S120T93Wscreaming_V_,screaming,240.7140732,112.3697949,201.5174387,128.3442784,0.787248387,50.91284461,f,V
S120T94Wshouting_V_,shouting,250.5931946,109.5009369,179.9457752,141.0922577,0.657936508,45.88737893,f,V
S120T95Wsinging_V_,singing,309.7348318,224.0751639,248.4430429,85.65966798,0.599716553,47.8169435,f,V
S120T96Wspeaking_V_,speaking,334.3279464,108.8200308,227.9621277,225.5079156,0.778758503,43.29061036,f,V
S120T97Wtalking_V_,talking,245.0590023,181.2659577,214.6388738,63.79304456,0.655022676,45.7729719,f,V
S120T98Wtelling_V_,telling,258.0319422,200.1325805,226.0939116,57.89936169,0.72031746,47.33824931,f,V
S120T99Wuttering_V_,uttering,284.3899843,92.68709204,184.8366514,191.7028922,0.594212018,46.61389523,f,V
S120T9Wwatching_F_,watching,265.7554474,106.8804199,219.6470251,158.8750274,0.717959184,47.56286631,f,F
S122T100Wwhispering_V_,whispering,153.2879783,109.6309009,124.1582412,43.65707746,0.602270853,49.2920939,m,V
S122T101Wyelling_V_,yelling,139.869653,109.614034,119.3392418,30.25561896,0.548563089,50.33151625,m,V
